Text,Stemming,True Label,Predicted Label,Correct;;
Analisis Yuridis Kebijakan Danantara dan UU BUMN https://t.co/T4uWJzH3YM #BUMN #UUBUMN #Danantara #ChritianADRettob #AspekYuridis,analisis yuridis bijak danantara uu bumn bumn uubumn danantara chritianadrettob aspekyuridis,2,0,False;;
Aku ngasih line up petinggi Danantara ayahku: https://t.co/VH7r4L9y0k,ngasih line up petinggi danantara ayah,2,0,False;;
Unfollow Ray Dalio karena dia join Danantara follow dia lagi karena dia resign dari Danantara.,unfollow ray dalio join danantara follow resign danantara,0,2,False;;
Intip Koleksi Properti Tony Blair yang Diajak Pelototi Danantara https://t.co/KwuoUbcNLI,intip koleksi properti tony blair ajak pelotot danantara,2,0,False;;
@nrcldsxqz @tanyakanrl Ahh jdi danantara itu pihak ketiga yakan?,ahh jdi danantara tiga yakan,2,0,False;;
Per kemarin kalau tidak salah sudah ada di JDIH. Danantara secara tidak bisa langsung dicap jelek tetapi konsekuensi yang sangat besar layak untuk terus kita kawal perjalanannya. #KawalDanantara,kemarin salah jdih danantara langsung cap jelek konsekuensi layak kawal jalan kawaldanantara,2,0,False;;
Interaksi netizen terhadap kasus Pertamina jauh melebihi Danantara karena beberapa alasan utama. Pertama Pertamina adalah perusahaan minyak dan gas milik negara yang memiliki dampak langsung pada kehidupan sehari-hari masyarakat Indonesia seperti harga bahan bakar dan,interaksi netizen pertamina lebih danantara alas utama pertamina usaha minyak gas milik negara milik dampak langsung hidup seharihari masyarakat indonesia harga bahan bakar,2,0,False;;
pencapaian terbaikku bulan ini adalah berhasil memberikan pemahaman soal danantara uu tni dan ruu polri kepada salah satu temanku yg milih 02 ,capai baik hasil paham danantara uu tni ruu polri salah teman yg milih 02,2,0,False;;
tadi malam ketiduran sambil nonton https://t.co/sBSG24A0hL just in case (if i suddenly die i wont be arwah penasaran karna bingung sebenernya danantara itu apa gmn dan kenapa aneh),malam tidur nonton just in case if i suddenly die i wont be arwah penasaran karna bingung sebenernya danantara gmn aneh,2,0,False;;
@JabOejab @kadangteledor Alhamdulillah saling menguatkan,alhamdulillah kuat,1,0,False;;
@just_onoy @hasyimmah @LeginoA58693 Yg melantik jkw di danantara adalah presiden RI yg skrg,yg lantik jkw danantara presiden ri yg skrg,2,0,False;;
Danantara lah. Ape lagi.,danantara ape,2,0,False;;
#NASIONAL Prabowo Luncurkan Bank Emas Setelah Danantara Apa Itu? https://t.co/rPPfmfco0a #11N1,nasional prabowo luncur bank emas danantara 11n1,2,1,False;;
Nah kalau cek Danantara Ada Erick Thohir (Ketum PSSI Menteri BUMN) yg jadi dewan pengawas. Entah koneksi &amp; pengaruhnya bisa dipakai atau gak coba what if Indonesia mau investasi di olahraga. Maka Indonesia bisa aja: - Mengakuisisi klub Eropa (Oxford United?). https://t.co/PR5sl2pPmI,cek danantara erick thohir tum pssi menteri bumn yg dewan awas koneksi pengaruh pakai gak coba what if indonesia investasi olahraga indonesia aja akuisisi klub eropa oxford united,2,0,False;
Imagine how powerful these people behind danantara sampe bisa dethrone yg menurut gue udah orang jahat banget najis bisa bisanya ngoplos bensin trs bikin orang2 terpaksa beli pertamax dengan bikin ribet pembelian bensin subsidi ,imagine how powerful these people behind danantara sampe dethrone yg gue udah orang jahat banget najis bisa ngoplos bensin trs bikin orang2 paksa beli pertamax bikin ribet beli bensin subsidi,2,0,False;;
@profesor_saham Isu ini penting tapi jangan senyapkan perbincangan tentang danantara ,isu senyap bincang danantara,2,0,False;;
Pemangkasan Anggaran &amp; Penggemukan Bisnis Negara Lewat Danantara 1/ Indonesia di Persimpangan Pemerintah memangkas anggaran untuk sektor publik tapi di sisi lain bisnis negara seperti Danantara justru semakin besar. Apa dampaknya bagi rakyat? Mari kita bahas! https://t.co/lGL1F9zsVT,mangkas anggar gemuk bisnis negara danantara 1 indonesia simpang perintah mangkas anggar sektor publik sisi bisnis negara danantara dampak rakyat mari bahas,2,0,False;
@Naz_lira @TodungLubis Danantara itu bentuk badan hukum usahanya apa ya? Perseroan Terbatas sebagaimana diatur dalam UU 40/2007 atau ada undang-undang lain yg mengaturnya sehingga tidak tunduk kepada UU 40/2007 tsb?,danantara bentuk badan hukum usaha ya persero batas atur uu 402007 undangundang yg atur tunduk uu 402007 tsb,2,0,False;;
NEPOTISME ALA JOKOWI Bekas Presiden RI Joko Widodo mewanti-wanti Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) harus dikelola oleh profesional yang ahli di bidang investasi. Menurut Jokowi keterlibatan profesional dan ahli di BPI menjadi kunci kesuksesan https://t.co/kY4sYjsLMZ,nepotisme ala jokowi bekas presiden ri joko widodo mewantiwanti badan kelola investasi bpi daya anagata nusantara danantara kelola profesional ahli bidang investasi jokowi libat profesional ahli bpi kunci sukses,0,1,False;;
@DoankWarto Knp bkin danantara kmrn..,knp bkin danantara kmrn,2,0,False;;
@idextratime Danantara belum ye @prabowo ?? Walau nepotisme nya sudah terang benderang..,danantara ye nepotisme nya terang benderang,2,0,False;;
@juansirait14 @wahyukuncarah @MartinusButarb1 @blank0429 Fixed literasi rendah. Bilang jkw sdh bukan lagi pejabat publik? Baca2 berita lagi deh. Apa jabatan dia skrg di danantara? Ntar dinalar lg bhw itu bukan jabatan publik.. Wis. Capeekkkkkk.. ΓÇì∩╕ÅΓÇì∩╕ÅΓÇì∩╕ÅΓÇì∩╕ÅΓÇì∩╕Å,fixed literasi rendah bilang jkw sdh jabat publik baca2 berita deh jabat skrg danantara ntar nalar lg bhw jabat publik wis capeekkkkkk,2,0,False;;
@TedInvestigasi Danantara ckup ga?,danantara ckup ga,2,0,False;;
@Saham_fess Standarnya kan asal perusahaan gak macem2 ga ada korupsi dll Lah danantara...,standar usaha gak macem2 ga korupsi dll danantara,1,0,False;;
@romeogadungan Setuju sih danantara pun harusnya mendapat perlakuan yang sama.,tuju sih danantara laku,2,0,False;;
@dailyanakkost @tanyarlfes Next danantara n ikn,next danantara n ikn,2,0,False;;
Rosan Rangkap Jabatan di BKPM dan Danantara Wamen Investasi: Bagian dari Strategi Konsolidasi https://t.co/98HXhZWRLx,ros rangkap jabat bkpm danantara wamen investasi strategi konsolidasi,2,0,False;;
inspirasi bgt liat progres Danantara keep it up https://t.co/jcXpNMznIN,inspirasi bgt liat progres danantara keep it up,1,0,False;;
Kadin Jatim sebut Danantara sebagai solusi dan opportunity yang perlu direspon baik oleh pelaku usaha https://t.co/ljY5Ili5Uo,kadin jatim danantara solusi opportunity direspon laku usaha,1,0,False;;
Makroekonomi nya yakni Dibawanya Industri Padat modal masuk ke Indonesia mengakibatkan Fase Expansi di Emerging market (Indo dan Vietnam). Plus ada peran Danantara yang bakal bantu Likuiditas Udah Ini yang dipegang jadi ga gampang panik saat merah. https://t.co/EOtKML4foN,makroekonomi nya bawa industri padat modal masuk indonesia akibat fase expansi emerging market indo vietnam plus peran danantara bantu likuiditas udah pegang ga gampang panik merah,1,0,False;;
@pelat_baja @bengkeldodo Memangnya Danantara Pertamina Antam Asabri bisa nilep?? Cara nya bagaimana?? Jangan asal nge bacot ah kelihatan Bodoh nya,memang danantara pertamina antam asabri nilep nya nge bacot ah bodoh nya,1,0,False;;
Tapi.... Peluncuran Danantara menuai banyak reaksi terutama terkait transparansi. Melihat angka korupsi yang masih tinggi banyak kekhawatiran akan pengelolaan aset negara yang sangat besar.,luncur danantara tuai reaksi kait transparansi angka korupsi khawatir kelola aset negara,2,0,False;;
Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan menanggapi penunjukan mantan Perdana Menteri Inggris Tony Blair sebagai dewan pengawas BP Danantara. Luhut menilai kehadiran Blair dalam struktur BP Danantara merupakan hal positif mengingat rekam jejaknya yang membantu https://t.co/AR62JJ9bWy,ketua dewan ekonomi nasional luhut binsar pandjaitan tanggap tunjuk mantan perdana menteri inggris tony blair dewan awas bp danantara luhut nilai hadir blair struktur bp danantara positif rekam jejak bantu,1,0,False;;
Tapi kalau Dalio tetap bertahan ini peluang buat Danantara cuyyy. Kita bangun kredibilitas dengan aksi nyata bukan hanya nama besar. Kita tunjukin kalau ini bukan one-man show tapi institusi yang bisa berdiri sendiri.,dalio tahan peluang danantara cuyyy bangun kredibilitas aksi nyata nama tunjukin oneman show institusi diri,1,0,False;;
7/ Jika terus begini masyarakat akan semakin terbebani sementara bisnis negara makin makmur. Drop your thoughts! ⬇️ #Ekonomi #Indonesia #Danantara,7 masyarakat beban bisnis negara makmur drop your thoughts ekonomi indonesia danantara,0,1,False;;
@CNNIndonesia IMPIAN KELUARGA ATAU ASET NEGARA? Danantara bukan lembaga negara tapi warisan keluarga ! Hashim blak-blakan: ini gagasan orang tua kami yang sangat emosional bagi Prabowo seolah Rp15.978 TRILIUN aset publik adalah hadiah ulang tahun untuk mewujudkan impian ayahanda.,impi keluarga aset negara danantara lembaga negara waris keluarga hashim blakblakan gagas orang tua emosional prabowo rp15978 triliun aset publik hadiah ulang wujud impi ayahanda,0,2,False;;
@dailyanakkost @tanyarlfes Jagoan next Danantara,jago next danantara,2,0,False;;
Akhir-akhir ini rame banget soal Danantara yaa kira-kira apa pengaruhnya buat pertambangan? Tulis pendapatmu yaa kawan mintam kepooo! #ilmutambang #perusahaantambang #anaktambang #danantara #industritambang https://t.co/B7GwzudZun,akhirakhir rame banget danantara yaa kirakira pengaruh tambang tulis dapat yaa kawan mintam kepooo ilmutambang perusahaantambang anaktambang danantara industritambang,2,0,False;;
@msaid_didu Kuncinya menarik investasi bukan dengan membikin danantara tapi tata kelola negara yang baik tidak ada koruptor pertumbuhan ekonomi baik demokrasi berjalan baik ,kunci tarik investasi bikin danantara tata kelola negara koruptor tumbuh ekonomi demokrasi jalan,0,1,False;;
SERU BANGET IS FGDNYA BAGAS DANANTARA ,seru banget is fgdnya bagas danantara,1,0,False;;
@SanaDuduk @Saham_fess Belum pernah ikut ketika Jerome Powell bersabda? Mau sabague apapun fundametal dibabat habis sama NEWS Rumor danantara yang akhirnya jadi news,jerome powell sabda sabague apa fundametal babat habis news rumor danantara news,2,0,False;;
@tekarok007 Pemerintah beli aja saham Soros pakai duit danantara.. Dan buktikan tempo bisa disetir ngak! Gitu aja repot.... Hidup itu sederhana ada pemikiran jadikan niat dan lakukan.,perintah beli aja saham soros pakai duit danantara bukti tempo setir ngak gitu aja repot hidup sederhana pikir jadi niat laku,2,0,False;;
Oh ya? Ditunggu revisi UU BUMN dan launching Danantara nya pak,oh ya tunggu revisi uu bumn launching danantara nya,1,0,False;;
Struktur Danantara diisi mantan presiden Mentri dn para miliader Dunia https://t.co/bf2eWreV32,struktur danantara isi mantan presiden tri dn miliader dunia,2,0,False;;
gue megang danantara,gue megang danantara,1,0,False;;
@yunantyo_yas @AbdulRachimmks @kompascom Pak Jokowi itu sampai sekarang masih jadi pejabat publik buktinya dia termasuk pengurus Danantara. Sedari awal masyarakat ingin menanyakan (melihat fisik bukan fotocopy) apakah ijazah pak Jokowi itu asli dan sah?,jokowi jabat publik bukti urus danantara dar masyarakat fisik fotocopy ijazah jokowi asli sah,0,0,True;;
@GenZNusantara IHSG stabil berkat kejelasan dari manajemen Danantara dan hasil positif RUPST Himbara. Investor beneran makin optimis loh,ihsg stabil berkat jelas manajemen danantara hasil positif rupst himbara investor beneran optimis loh,1,1,True;;
Teknologi dan energi bersih jadi fokus investasi masa depan Danantara. #Danantara #InvestasiNasional #BPIDanantara https://t.co/pgD3YXzCk0,teknologi energi bersih fokus investasi danantara danantara investasinasional bpidanantara,1,1,True;;
Kebayang kan gimana busuknya Danantara dan pemerintah kita,bayang gimana busuk danantara perintah,0,0,True;;
@raymondchins Biasa bang tebang pilih yang udah gak guna yang udah gak satu kubu ditumbal tumbalin disaat yang tepat contohnya sekarang buat nutupin danantara,bang tebang pilih udah gak udah gak kubu tumbal tumbalin saat contoh nutupin danantara,0,0,True;;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin kita semua bangga dan termotivasi,dukung presiden prabowo danantara bikin bangga motivasi,1,1,True;;
keren banget proyek Danantara masa depan cerah https://t.co/Juovzy3TGH,keren banget proyek danantara cerah,1,1,True;;
@dheppylovelly Transparansi dan integritas bawa perubahan! Mari dukung Danantara,transparansi integritas bawa ubah mari dukung danantara,1,1,True;;
@reaareaa__ Support dari Presiden Prabowo bikin Danantara makin berkembang keren,support presiden prabowo bikin danantara kembang keren,1,1,True;;
fak danantara yok muntah-muntahan lagi mana bumn yg korup. keluarin aja gas closingan. bentar lagi kiamat ini.,fak danantara yok muntahmuntahan bumn yg korup keluarin aja gas closingan bentar kiamat,0,0,True;;
Upaya baik pemerintah untuk ekonomi bangsa #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/uJ5Snh0xE4,upaya perintah ekonomi bangsa danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
@embersobat @facialwashh @bkpm tbh hedge fund mana yg mau masuk kalau modalnya dgn asset busuk. We all know that SoE's assets itu udah harus banyak yg di-write off. Itu pun posisinya sudah jadi collateral. Makanya akhirnya semua masuk Danantara karena sudah tipis yg bisa dileverage. Alasan tsb jd maksa,tbh hedge fund yg masuk modal dgn asset busuk we all know that soes assets udah yg diwrite off posisi collateral masuk danantara tipis yg dileverage alas tsb jd maksa,0,0,True;;
Danantara ikuti tren dunia alokasikan kekayaan negara biar infrastruktur makin kinclong https://t.co/gnaA52artV,danantara ikut tren dunia alokasi kaya negara biar infrastruktur kinclong,1,1,True;;
@GenZNusantara IHSG melaju kepercayaan tumbuh. RUPST Himbara dan kejelasan Danantara ini bikin senang investor,ihsg laju percaya tumbuh rupst himbara jelas danantara bikin senang investor,1,1,True;;
@FrediRandi4 Bersama Presiden Prabowo Danantara global kompak wujudkan langkah besar dengan Joint Fund fantastis,presiden prabowo danantara global kompak wujud langkah joint fund fantastis,1,1,True;;
Kehadiran danantara sebagai sebuah solusi bagi BUMN. #DanantaraMasaDepanIndonesia #danantaraindonesia #Danantara https://t.co/PkVek1tmqD,hadir danantara solusi bumn danantaramasadepanindonesia danantaraindonesia danantara,1,1,True;;
guys kalian yg pada mindahin duit dr rekening bank plat merah ke rekening bank plat biru plis jangan gegabah. karena duit kalian itu dianggap utang sama bank jd selamanya duit kalian &amp; deposito kalian gaakan sampe ke danantara krn danantara hanya mengelola aset &amp; profit BUMN.,guys yg mindahin duit dr rekening bank plat merah rekening bank plat biru plis gegabah duit anggap utang bank jd duit deposito gaakan sampe danantara krn danantara kelola aset profit bumn,0,0,True
@meaxplor @mediaindonesia @mediaindonesia Tidak ada konfirmasi langsung dari Ray Dalio mengenai pernyataan Rosan Roeslani. Laporan dari Bloomberg dan GuruFocus (27-28 Mei 2025) menyebut Dalio batal bergabung dengan Danantara namun Roeslani membantahnya menyatakan diskusi dengan tim Dalio masih,konfirmasi langsung ray dalio nyata ros roeslani lapor bloomberg gurufocus 2728 mei 2025 sebut dalio batal gabung danantara roeslani bantah diskusi tim dalio,2,2,True;;
@txtdrjkt Danantara dan IKN coming soon,danantara ikn coming soon,2,2,True;;
@svvarovskzy @Saham_fess Peluncuran Danantara https://t.co/QzyivKRV8Y,luncur danantara,2,2,True;;
Sumpah lu gausah ngomongin zakat kalo gapaham. Kalo lu emg mau bantu naikin penerimaan zakat knp ga efesiensi yg lu lakuin itu lu masukin ke zakat alih2 dialokasiin buat mbg dan danantara? Mikir Pak. @prabowo,sumpah lu gausah ngomongin zakat kalo gapaham kalo lu emg bantu naikin terima zakat knp ga efesiensi yg lu lakuin lu masukin zakat alih2 dialokasiin mbg danantara mikir,0,0,True;;
@Aloysius_Tatus @xjuraganx Kasian banget. Udah menterinya erik toha profitnya dimakan danantara,kasi banget udah menteri erik toha profit makan danantara,0,0,True;;
Danantara siap mengelola ekonomi Indonesia dengan visi besar! Bersama kita capai #AstaCita dan jadikan #IndonesiaEmas nyata! https://t.co/kZTsPHlrZR,danantara kelola ekonomi indonesia visi capai astacita jadi indonesiaemas nyata,1,1,True;;
@JedTeguh03 Presiden Prabowo sekali lagi buktiin diri sebagai pemimpin yang mendukung karya anak bangsa kayak Danantara,presiden prabowo buktiin pimpin dukung karya anak bangsa kayak danantara,1,1,True;;
@cudble SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H ï¸,sorry yeeee maaf transparan buat ruu tni salah diri danantara acap kasar ndasmu oke gas menang selamat raya idul fitri 1446 h,0,0,True;;
